CID,BDATE,GEN
NASAW00016614,1979-03-22,Female
NASAW00016615,1978-08-08,Female
NASAW00016616,1985-06-02,Male
NASAW00016617,1979-08-06,Male
NASAW00016618,1979-12-15,Female
NASAW00016619,1979-11-02,Female
NASAW00016620,1984-05-12,Male
NASAW00016621,1984-03-12,Female
NASAW00016622,1978-11-12,Male
NASAW00016623,1979-03-04,Male
NASAW00016624,1983-07-24,Male
NASAW00016625,1983-05-19,Male
NASAW00016626,1978-01-15,Male
NASAW00016627,1982-05-23,Female
NASAW00016628,1976-10-16,Male
NASAW00016629,1978-03-13,Female
NASAW00016630,1978-01-08,Male
NASAW00016631,1976-09-16,Female
NASAW00016632,1976-11-13,Male
NASAW00016633,1977-06-24,Female
NASAW00016634,1981-02-12,Female
NASAW00016635,1975-08-14,Male
NASAW00016636,1976-02-23,Male
NASAW00016637,1977-02-15,Male
NASAW00016638,1977-02-07,Male
NASAW00016639,1977-01-07,Female
NASAW00016640,1976-11-30,Male
NASAW00016641,1946-11-14,Female
NASAW00016642,1952-11-03,Male
NASAW00016643,1947-01-16,Male
NASAW00016644,1947-06-22,Male
NASAW00016645,1948-04-16,Female
NASAW00016646,1948-04-23,Male
NASAW00016647,1948-04-16,Female
NASAW00016648,1947-12-24,Female
NASAW00016649,1948-08-06,Female
NASAW00016650,1949-03-02,Female
NASAW00016651,1949-03-25,Female
NASAW00016652,1984-08-02,Female
NASAW00016653,1978-10-14,Female
NASAW00016654,1984-03-14,Female
NASAW00016655,1981-09-23,Female
NASAW00016656,1960-11-06,Male
NASAW00016657,1960-09-17,Male
NASAW00016658,1960-10-12,Female
NASAW00016659,1961-06-01,Female
NASAW00016660,1961-12-01,Male
NASAW00016661,1961-10-13,Male
NASAW00016662,1962-09-05,Female
NASAW00016663,1963-04-08,Female
NASAW00016664,1963-12-15,Female
NASAW00016665,1963-12-23,Female
NASAW00016666,1978-10-07,Female
NASAW00016667,1980-05-04,Female
NASAW00016668,1980-01-15,Male
NASAW00016669,1979-09-21,Male
NASAW00016670,1980-01-15,Female
NASAW00016671,1980-02-22,Female
NASAW00016672,1979-12-26,Female
NASAW00016673,1979-11-05,Male
NASAW00016674,1970-11-09,Male
NASAW00016675,1970-06-13,Female
NASAW00016676,1977-03-22,Female
NASAW00016677,1983-02-07,Male
NASAW00016678,1963-04-14,Male
NASAW00016679,1980-03-30,Female
NASAW00016680,1968-09-12,Male
NASAW00016681,1972-09-11,Male
NASAW00016682,1973-01-05,Female
NASAW00016683,1972-09-01,Female
NASAW00016684,1968-05-17,Male
NASAW00016685,1967-12-11,Female
NASAW00016686,1968-01-12,Female
NASAW00016687,1972-04-07,Male
NASAW00016688,1967-04-03,Female
NASAW00016689,1967-03-03,Male
NASAW00016690,1972-05-01,Female
NASAW00016691,1972-05-05,Female
NASAW00016692,1976-10-11,Male
NASAW00016693,1971-07-20,Male
NASAW00016694,1965-11-07,Female
NASAW00016695,1964-10-24,Male
NASAW00016696,1970-08-11,Female
NASAW00016697,1970-10-31,Male
NASAW00016698,1975-08-06,Female
NASAW00016699,1965-02-24,Male
NASAW00016700,1974-06-17,Male
NASAW00016701,1980-01-10,Female
NASAW00016702,1973-03-12,Female
NASAW00016703,1967-11-02,Female
NASAW00016704,1966-11-30,Female
NASAW00016705,1964-01-08,Female
NASAW00016706,1963-11-07,Female
NASAW00016707,1963-10-05,Male
NASAW00016708,1975-04-06,Female
NASAW00016709,1941-12-14,Male
NASAW00016710,1966-03-15,Female
NASAW00016711,1965-08-01,Male
NASAW00016712,1962-04-23,Female
NASAW00016713,1959-05-06,Male
NASAW00016714,1982-02-07,Male
NASAW00016715,1982-03-21,Female
NASAW00016716,1981-08-02,Male
NASAW00016717,1980-10-08,Female
NASAW00016718,1981-01-22,Male
NASAW00016719,1980-07-10,Male
NASAW00016720,1986-05-17,Female
NASAW00016721,1986-03-03,Male
NASAW00016722,1985-12-25,Male
NASAW00016723,1986-03-14,Female
NASAW00016724,1985-11-13,Male
NASAW00016725,1985-12-19,Male
NASAW00016726,1984-11-22,Male
NASAW00016727,1986-05-17,Male
NASAW00016728,1985-07-20,Male
NASAW00016729,1942-12-11,Male
NASAW00016730,1943-03-31,Female
NASAW00016731,1984-08-08,Female
NASAW00016732,1983-12-23,Female
NASAW00016733,1944-03-05,Male
NASAW00016734,1943-09-20,Female
NASAW00016735,1982-12-04,Female
NASAW00016736,1983-03-20,Female
NASAW00016737,1984-10-29,Female
NASAW00016738,1945-03-02,Male
NASAW00016739,1955-12-21,Male
NASAW00016740,1946-04-25,Male
NASAW00016741,1946-03-07,Male
NASAW00016742,1946-05-12,Male
NASAW00016743,1947-11-17,Female
NASAW00016744,1947-12-13,Female
NASAW00016745,1948-05-23,Female
NASAW00016746,1982-05-05,Female
NASAW00016747,1980-12-11,Male
NASAW00016748,1980-11-28,Male
NASAW00016749,1979-11-07,Male
NASAW00016750,1979-11-08,Male
NASAW00016751,1984-12-09,Male
NASAW00016752,1978-08-27,Male
NASAW00016753,1977-08-22,Female
NASAW00016754,1978-06-04,Male
NASAW00016755,1978-01-23,Female
NASAW00016756,1974-03-18,Male
NASAW00016757,1972-12-30,Female
NASAW00016758,1978-11-14,Male
NASAW00016759,1972-12-30,Female
NASAW00016760,1970-08-07,Female
NASAW00016761,1978-06-11,Male
NASAW00016762,1978-01-23,Male
NASAW00016763,1979-05-04,Male
NASAW00016764,1978-11-20,Male
NASAW00016765,1979-01-04,Male
NASAW00016766,1979-02-01,Female
NASAW00016767,1978-10-03,Male
NASAW00016768,1979-01-07,Male
NASAW00016769,1977-04-22,Male
NASAW00016770,1977-03-21,Male
NASAW00016771,1978-06-23,Male
NASAW00016772,1977-07-14,Female
NASAW00016773,1978-05-06,Male
NASAW00016774,1983-02-07,Male
NASAW00016775,1983-09-14,Female
NASAW00016776,1975-09-19,Male
NASAW00016777,1950-03-04,Male
NASAW00016778,1950-03-03,Male
NASAW00016779,1961-04-22,Female
NASAW00016780,1951-03-24,Male
NASAW00016781,1950-12-16,Male
NASAW00016782,1951-08-21,Male
NASAW00016783,1952-06-05,Female
NASAW00016784,1951-08-10,Female
NASAW00016785,1952-02-09,Male
NASAW00016786,1952-03-23,Male
NASAW00016787,1957-04-22,Female
NASAW00016788,1952-10-11,Male
NASAW00016789,1953-03-20,Female
NASAW00016790,1958-02-06,Male
NASAW00016791,1952-11-03,Male
NASAW00016792,1952-12-07,Female
NASAW00016793,1952-11-03,Female
NASAW00016794,1952-10-17,Female
NASAW00016795,1952-10-31,Female
NASAW00016796,1953-12-03,Female
NASAW00016797,1954-05-18,Male
NASAW00016798,1953-11-01,Female
NASAW00016799,1954-04-06,Female
NASAW00016800,1954-12-19,Female
NASAW00016801,1960-01-19,Female
NASAW00016802,1955-01-09,Male
NASAW00016803,1960-07-17,Male
NASAW00016804,1956-06-18,Male
NASAW00016805,1961-03-10,Male
NASAW00016806,1956-02-01,Male
NASAW00016807,1956-04-03,Female
NASAW00016808,1956-04-02,Female
NASAW00016809,1961-06-20,Female
NASAW00016810,1957-02-28,Male
NASAW00016811,1956-10-16,Male
NASAW00016812,1962-09-09,Female
NASAW00016813,1956-10-11,Male
NASAW00016814,1962-08-08,Female
NASAW00016815,1956-11-06,Male
NASAW00016816,1962-03-07,Female
NASAW00016817,1957-06-18,Male
NASAW00016818,1956-08-02,Female
NASAW00016819,1957-12-31,Male
NASAW00016820,1957-07-12,Female
NASAW00016821,1964-01-17,Female
NASAW00016822,1964-05-27,Male
NASAW00016823,1964-01-17,Female
NASAW00016824,1962-11-14,Male
NASAW00016825,1963-02-01,Female
NASAW00016826,1968-11-08,Male
NASAW00016827,1973-08-14,Male
NASAW00016828,1967-02-06,Male
NASAW00016829,1967-04-24,Male
NASAW00016830,1961-04-19,Female
NASAW00016831,1960-11-08,Male
NASAW00016832,1937-12-10,Male
NASAW00016833,1938-02-21,Male
NASAW00016834,1939-01-18,Female
NASAW00016835,1939-04-13,Male
NASAW00016836,1971-05-22,Male
NASAW00016837,1971-04-22,Female
NASAW00016838,1970-07-16,Male
NASAW00016839,1970-12-17,Female
NASAW00016840,1969-09-11,Male
NASAW00016841,1970-05-16,Male
NASAW00016842,1975-04-06,Female
NASAW00016843,1969-08-15,Male
NASAW00016844,1975-07-22,Female
NASAW00016845,1975-09-12,Female
NASAW00016846,1968-11-05,Male
NASAW00016847,1979-09-16,Male
NASAW00016848,1979-10-01,Female
NASAW00016849,1974-09-24,Male
NASAW00016850,1969-03-31,Female
NASAW00016851,1968-09-28,Male
NASAW00016852,1974-06-03,Female
NASAW00016853,1968-08-19,Female
NASAW00016854,1980-02-20,Male
NASAW00016855,1968-05-12,Female
NASAW00016856,1968-06-09,Female
NASAW00016857,1973-12-14,Male
NASAW00016858,1968-02-10,Female
NASAW00016859,1973-08-17,Male
NASAW00016860,1967-09-14,Female
NASAW00016861,1973-06-06,Male
NASAW00016862,1968-06-18,Male
NASAW00016863,1967-02-08,Female
NASAW00016864,1966-11-03,Female
NASAW00016865,1972-06-02,Female
NASAW00016866,1983-10-19,Female
NASAW00016867,1967-02-23,Female
NASAW00016868,1972-02-01,Male
NASAW00016869,1966-08-01,Female
NASAW00016870,1961-03-31,Female
NASAW00016871,1966-02-07,Female
NASAW00016872,1976-02-20,Male
NASAW00016873,1940-09-10,Male
NASAW00016874,1941-02-28,Female
NASAW00016875,1946-02-23,Female
NASAW00016876,1941-12-03,Male
NASAW00016877,1947-08-30,Female
NASAW00016878,1942-05-19,Male
NASAW00016879,1941-08-27,Female
NASAW00016880,1953-05-18,Male
NASAW00016881,1941-08-10,Male
NASAW00016882,1965-12-13,Male
NASAW00016883,1966-06-27,Male
NASAW00016884,1960-02-05,Male
NASAW00016885,1970-11-30,Male
NASAW00016886,1960-04-17,Male
NASAW00016887,1960-02-08,Male
NASAW00016888,1959-08-18,Female
NASAW00016889,1965-09-02,Male
NASAW00016890,1959-08-31,Male
NASAW00016891,1960-05-08,Female
NASAW00016892,1959-08-10,Female
NASAW00016893,1958-12-31,Male
NASAW00016894,1975-02-05,Female
NASAW00016895,1957-12-13,Female
NASAW00016896,1958-04-20,Female
NASAW00016897,1963-08-19,Female
NASAW00016898,1963-05-07,Male
NASAW00016899,1943-03-31,Female
NASAW00016900,1943-05-21,Male
NASAW00016901,1943-04-23,Male
NASAW00016902,1944-04-05,Male
NASAW00016903,1944-01-30,Male
NASAW00016904,1944-01-08,Female
NASAW00016905,1943-10-08,Female
NASAW00016906,1944-02-09,Female
NASAW00016907,1944-09-17,Female
NASAW00016908,1944-11-29,Female
NASAW00016909,1945-05-09,Female
NASAW00016910,1944-12-11,Male
NASAW00016911,1945-10-17,Male
NASAW00016912,1945-09-04,Male
NASAW00016913,1946-05-12,Male
NASAW00016914,1974-04-23,Female
NASAW00016915,1979-09-03,Male
NASAW00016916,1973-12-21,Female
NASAW00016917,1973-08-02,Male
NASAW00016918,1985-02-07,Female
NASAW00016919,1950-04-17,Female
NASAW00016920,1984-07-16,Male
NASAW00016921,1984-05-13,Male
NASAW00016922,1983-08-02,Female
NASAW00016923,1984-05-08,Male
NASAW00016924,1984-05-04,Female
NASAW00016925,1984-01-18,Male
NASAW00016926,1950-08-26,Male
NASAW00016927,1950-10-19,Female
NASAW00016928,1963-04-16,Male
NASAW00016929,1951-12-10,Female
NASAW00016930,1953-01-05,Female
NASAW00016931,1953-03-13,Male
NASAW00016932,1968-01-07,Male
NASAW00016933,1973-07-18,Male
NASAW00016934,1973-06-06,Female
NASAW00016935,1967-08-29,Male
NASAW00016936,1942-01-31,Female
NASAW00016937,1973-08-24,Male
NASAW00016938,1963-11-08,Female
NASAW00016939,1968-12-06,Female
NASAW00016940,1968-10-28,Female
NASAW00016941,1973-03-15,Female
NASAW00016942,1959-10-02,Female
NASAW00016943,1949-08-24,Female
NASAW00016944,1943-11-04,Male
NASAW00016945,1943-11-11,Female
NASAW00016946,1944-01-23,Female
NASAW00016947,1981-03-31,Female
NASAW00016948,1981-09-11,Female
NASAW00016949,1981-04-12,Male
NASAW00016950,1976-05-14,Male
NASAW00016951,1976-03-31,Female
NASAW00016952,1981-10-18,Male
NASAW00016953,1976-04-02,Female
NASAW00016954,1975-11-24,Male
NASAW00016955,1975-02-15,Male
NASAW00016956,1980-01-06,Male
NASAW00016957,1975-05-20,Male
NASAW00016958,1982-10-29,Male
NASAW00016959,1976-08-07,Male
NASAW00016960,1977-03-06,Female
NASAW00016961,1982-06-12,Female
NASAW00016962,1975-02-22,Male
NASAW00016963,1980-01-24,Female
NASAW00016964,1974-11-17,Male
NASAW00016965,1973-08-30,Female
NASAW00016966,1972-12-08,Female
NASAW00016967,1975-08-15,Male
NASAW00016968,1975-08-15,Male
NASAW00016969,1976-03-01,Male
NASAW00016970,1978-08-12,Female
NASAW00016971,1973-03-16,Female
NASAW00016972,1983-10-04,Male
NASAW00016973,1972-09-23,Female
NASAW00016974,1978-06-24,Female
NASAW00016975,1971-12-08,Male
NASAW00016976,1971-09-07,Female
NASAW00016977,1972-04-04,Male
NASAW00016978,1971-10-02,Male
NASAW00016979,1972-01-31,Female
NASAW00016980,1971-10-06,Female
NASAW00016981,1975-01-13,Male
NASAW00016982,1980-03-03,Female
NASAW00016983,1974-09-02,Male
NASAW00016984,1976-01-01,Male
NASAW00016985,1976-09-30,Male
NASAW00016986,1970-08-04,Female
NASAW00016987,1970-10-07,Male
NASAW00016988,1976-04-15,Male
NASAW00016989,1976-09-16,Female
NASAW00016990,1971-01-18,Male
NASAW00016991,1970-03-21,Female
NASAW00016992,1981-03-12,Male
NASAW00016993,1975-08-15,Male
NASAW00016994,1969-12-14,Female
NASAW00016995,1970-01-18,Female
NASAW00016996,1970-01-11,Female
NASAW00016997,1969-10-22,Female
NASAW00016998,1975-07-08,Female
NASAW00016999,1975-04-15,Female
NASAW00017000,1968-12-30,Female
NASAW00017001,1969-03-01,Female
NASAW00017002,1974-12-11,Male
NASAW00017003,1969-04-26,Female
NASAW00017004,1979-11-01,Female
NASAW00017005,1968-07-18,Female
NASAW00017006,1968-08-06,Male
NASAW00017007,1973-12-19,Male
NASAW00017008,1973-10-26,Male
NASAW00017009,1974-04-25,Male
NASAW00017010,1973-10-25,Female
NASAW00017011,1979-04-17,Female
NASAW00017012,1969-04-17,Female
NASAW00017013,1967-09-06,Female
NASAW00017014,1973-10-23,Male
NASAW00017015,1967-11-02,Female
NASAW00017016,1968-02-21,Female
NASAW00017017,1967-11-01,Male
NASAW00017018,1972-06-10,Female
NASAW00017019,1977-11-20,Female
NASAW00017020,1967-02-18,Female
NASAW00017021,1967-01-03,Female
NASAW00017022,1972-04-07,Female
NASAW00017023,1971-07-13,Male
NASAW00017024,1966-05-11,Female
NASAW00017025,1972-10-29,Male
NASAW00017026,1973-01-09,Male
NASAW00017027,1972-12-24,Female
NASAW00017028,1977-04-22,Female
NASAW00017029,1977-06-20,Female
NASAW00017030,1970-02-21,Female
NASAW00017031,1965-05-24,Female
NASAW00017032,1965-05-05,Female
NASAW00017033,1970-08-18,Male
NASAW00017034,1964-10-09,Female
NASAW00017035,1965-04-20,Male
NASAW00017036,1970-07-16,Female
NASAW00017037,1965-05-10,Male
NASAW00017038,1964-08-06,Male
NASAW00017039,1963-10-14,Female
NASAW00017040,1969-08-23,Male
NASAW00017041,1963-11-11,Male
NASAW00017042,1975-04-19,Male
NASAW00017043,1974-09-22,Female
NASAW00017044,1964-05-25,Female
NASAW00017045,1980-07-05,Male
NASAW00017046,1975-03-06,Male
NASAW00017047,1980-08-12,Female
NASAW00017048,1986-03-14,Female
NASAW00017049,1974-10-05,Female
NASAW00017050,1976-05-23,Female
NASAW00017051,1973-08-25,Female
NASAW00017052,1979-04-18,Male
NASAW00017053,1974-01-25,Female
NASAW00017054,1978-08-22,Male
NASAW00017055,1986-05-05,Male
NASAW00017056,1975-03-16,Male
NASAW00017057,1975-02-24,Female
NASAW00017058,1973-01-07,Female
NASAW00017059,1978-01-02,Male
NASAW00017060,1972-09-16,Male
NASAW00017061,1978-10-07,Female
NASAW00017062,1973-05-26,Female
NASAW00017063,1971-12-15,Female
NASAW00017064,1977-05-20,Female
NASAW00017065,1982-10-21,Male
NASAW00017066,1970-10-06,Female
NASAW00017067,1976-03-19,Female
NASAW00017068,1974-03-02,Male
NASAW00017069,1979-12-12,Female
NASAW00017070,1979-11-02,Female
NASAW00017071,1970-08-18,Female
NASAW00017072,1969-11-07,Female
NASAW00017073,1969-09-12,Male
NASAW00017074,1969-08-23,Male
NASAW00017075,1970-01-10,Female
NASAW00017076,1974-11-18,Male
NASAW00017077,1968-08-27,Male
NASAW00017078,1969-02-01,Female
NASAW00017079,1968-08-13,Female
NASAW00017080,1984-01-17,Female
NASAW00017081,1985-02-04,Female
NASAW00017082,1979-11-20,Female
NASAW00017083,1985-08-13,Female
NASAW00017084,1986-05-14,Male
NASAW00017085,1979-10-06,Male
NASAW00017086,1979-04-08,Male
NASAW00017087,1977-12-21,Male
NASAW00017088,1978-01-29,Male
NASAW00017089,1978-05-03,Female
NASAW00017090,1978-02-13,Female
NASAW00017091,1977-10-20,Female
NASAW00017092,1979-06-11,Male
NASAW00017093,1979-02-15,Male
NASAW00017094,1979-01-03,Male
NASAW00017095,1977-08-05,Male
NASAW00017096,1978-04-19,Female
NASAW00017097,1977-08-05,Female
NASAW00017098,1977-07-15,Male
NASAW00017099,1978-05-17,Male
NASAW00017100,1977-08-02,Male
NASAW00017101,1978-05-03,Male
NASAW00017102,1978-01-11,Male
NASAW00017103,1978-03-14,Male
NASAW00017104,1983-03-04,Male
NASAW00017105,1977-05-25,Female
NASAW00017106,1976-09-18,Female
NASAW00017107,1976-08-01,Female
NASAW00017108,1977-03-08,Female
NASAW00017109,1976-11-16,Female
NASAW00017110,1977-05-03,Female
NASAW00017111,1975-11-15,Female
NASAW00017112,1976-01-18,Female
NASAW00017113,1976-10-19,Male
NASAW00017114,1982-10-08,Male
NASAW00017115,1976-08-11,Female
NASAW00017116,1985-07-20,Female
NASAW00017117,1979-11-24,Female
NASAW00017118,1980-01-04,Female
NASAW00017119,1980-11-02,Female
NASAW00017120,1971-11-13,Female
NASAW00017121,1977-08-16,Male
NASAW00017122,1971-09-15,Female
NASAW00017123,1959-03-26,Male
NASAW00017124,1959-02-09,Female
NASAW00017125,1965-11-15,Female
NASAW00017126,1950-04-07,Female
NASAW00017127,1950-11-30,Female
NASAW00017128,1951-06-05,Male
NASAW00017129,1950-12-09,Female
NASAW00017130,1956-11-04,Female
NASAW00017131,1950-08-31,Female
NASAW00017132,1951-06-05,Female
NASAW00017133,1952-05-14,Male
NASAW00017134,1952-05-22,Female
NASAW00017135,1952-04-10,Male
NASAW00017136,1952-02-24,Male
NASAW00017137,1952-06-03,Male
NASAW00017138,1957-07-04,Female
NASAW00017139,1952-11-22,Female
NASAW00017140,1952-11-05,Male
NASAW00017141,1952-11-07,Female
NASAW00017142,1952-10-15,Male
NASAW00017143,1959-08-31,Male
NASAW00017144,1953-08-19,Male
NASAW00017145,1964-10-09,Female
NASAW00017146,1953-08-12,Male
NASAW00017147,1954-11-21,Female
NASAW00017148,1955-01-14,Female
NASAW00017149,1960-04-18,Male
NASAW00017150,1960-08-01,Male
NASAW00017151,1960-07-17,Female
NASAW00017152,1955-05-07,Male
NASAW00017153,1954-08-20,Male
NASAW00017154,1955-02-17,Male
NASAW00017155,1954-10-19,Male
NASAW00017156,1971-08-08,Female
NASAW00017157,1955-06-16,Male
NASAW00017158,1955-11-13,Male
NASAW00017159,1956-04-02,Female
NASAW00017160,1955-07-04,Male
NASAW00017161,1956-04-14,Female
NASAW00017162,1955-07-04,Female
NASAW00017163,1956-02-20,Male
NASAW00017164,1955-10-06,Male
NASAW00017165,1956-01-11,Male
NASAW00017166,1956-12-20,Male
NASAW00017167,1962-08-12,Male
NASAW00017168,1962-07-23,Female
NASAW00017169,1957-01-03,Female
NASAW00017170,1957-01-02,Female
NASAW00017171,1957-05-26,Female
NASAW00017172,1957-09-21,Male
NASAW00017173,1958-05-23,Male
NASAW00017174,1958-03-25,Female
NASAW00017175,1957-11-15,Female
NASAW00017176,1957-11-09,Male
NASAW00017177,1957-12-09,Male
NASAW00017178,1958-01-16,Female
NASAW00017179,1974-07-15,Male
NASAW00017180,1959-06-18,Male
NASAW00017181,1969-03-16,Female
NASAW00017182,1963-11-07,Female
NASAW00017183,1968-11-05,Male
NASAW00017184,1962-08-02,Male
NASAW00017185,1963-03-21,Female
NASAW00017186,1978-01-16,Male
NASAW00017187,1960-09-28,Male
NASAW00017188,1966-09-17,Female
NASAW00017189,1966-11-12,Male
NASAW00017190,1966-10-03,Female
NASAW00017191,1961-02-10,Male
NASAW00017192,1966-09-19,Male
NASAW00017193,1959-12-18,Female
NASAW00017194,1960-02-16,Male
NASAW00017195,1949-11-19,Male
NASAW00017196,1950-01-24,Male
NASAW00017197,1949-07-16,Female
NASAW00017198,1950-04-17,Female
NASAW00017199,1956-11-04,Male
NASAW00017200,1951-04-02,Male
NASAW00017201,1951-05-21,Male
NASAW00017202,1950-10-15,Female
NASAW00017203,1950-08-18,Female
NASAW00017204,1950-11-24,Female
NASAW00017205,1962-02-08,Female
NASAW00017206,1959-07-12,Male
NASAW00017207,1958-11-13,Male
NASAW00017208,1958-09-24,Male
NASAW00017209,1959-02-17,Female
NASAW00017210,1976-08-05,Male
NASAW00017211,1959-03-11,Female
NASAW00017212,1963-06-14,Female
NASAW00017213,1957-09-03,Male
NASAW00017214,1958-03-20,Male
NASAW00017215,1962-04-09,Male
NASAW00017216,1955-12-08,Female
NASAW00017217,1955-12-02,Female
NASAW00017218,1955-09-17,Male
NASAW00017219,1955-04-24,Female
NASAW00017220,1954-08-30,Male
NASAW00017221,1955-04-01,Male
NASAW00017222,1953-12-23,Female
NASAW00017223,1954-03-10,Male
NASAW00017224,1954-04-19,Female
NASAW00017225,1953-11-29,Male
NASAW00017226,1953-02-01,Male
NASAW00017227,1980-08-14,Female
NASAW00017228,1981-05-20,Female
NASAW00017229,1981-10-17,Female
NASAW00017230,1981-06-11,Male
NASAW00017231,1979-12-29,Female
NASAW00017232,1980-12-02,Male
NASAW00017233,1981-05-24,Female
NASAW00017234,1979-09-02,Female
NASAW00017235,1980-04-11,Male
NASAW00017236,1980-04-22,Male
NASAW00017237,1980-04-11,Female
NASAW00017238,1979-11-19,Male
NASAW00017239,1979-02-20,Female
NASAW00017240,1979-01-12,Male
NASAW00017241,1984-07-19,Male
NASAW00017242,1984-04-24,Male
NASAW00017243,1977-10-06,Female
NASAW00017244,1983-02-21,Female
NASAW00017245,1976-10-08,Female
NASAW00017246,1976-07-08,Male
NASAW00017247,1977-04-19,Male
NASAW00017248,1977-08-31,Female
NASAW00017249,1978-05-09,Male
NASAW00017250,1983-03-10,Female
NASAW00017251,1982-04-09,Female
NASAW00017252,1977-05-13,Female
NASAW00017253,1976-09-29,Male
NASAW00017254,1977-05-11,Female
NASAW00017255,1981-08-30,Female
NASAW00017256,1975-10-11,Male
NASAW00017257,1975-11-21,Male
NASAW00017258,1977-02-07,Male
NASAW00017259,1982-05-01,Female
NASAW00017260,1970-06-05,Male
NASAW00017261,1966-02-15,Male
NASAW00017262,1966-04-24,Female
NASAW00017263,1970-08-08,Female
NASAW00017264,1964-09-19,Male
NASAW00017265,1964-07-09,Female
NASAW00017266,1964-12-30,Male
NASAW00017267,1969-04-17,Female
NASAW00017268,1964-03-31,Female
NASAW00017269,1964-05-13,Male
NASAW00017270,1963-09-30,Male
NASAW00017271,1974-10-20,Female
NASAW00017272,1964-01-31,Female
NASAW00017273,1963-11-06,Male
NASAW00017274,1969-11-12,Male
NASAW00017275,1964-06-21,Male
NASAW00017276,1935-06-01,Male
NASAW00017277,1980-11-12,Female
NASAW00017278,1986-05-05,Female
NASAW00017279,1974-01-30,Female
NASAW00017280,1979-11-09,Female
NASAW00017281,1973-09-04,Male
NASAW00017282,1976-01-31,Female
NASAW00017283,1973-12-22,Male
NASAW00017284,1974-01-02,Male
NASAW00017285,1974-01-30,Male
NASAW00017286,1978-02-10,Male
NASAW00017287,1978-09-06,Male
